ID,Title,Sku,"Post Type","Product Type","Parent Product ID","Regular Price","Sale Price","Product categories",Brand,rank_math_seo_score,Permalink,Date,"External Product URL","Button Text","Product Account Type","Product Active Installations","Product Activity log","Product Addon Modules","Product Addons","Product Affiliate Payouts","Product Affiliate Program","Product Affiliate / Referer","Product Affiliate/ Referer system","Product Alexa Ranking","Product Analytics","Product Anti DDos","Product Anti-malware","Product Anti-Phishing","Product Apex","Product Pre Approval of post from members","Product Apps Installation","Product Appsfomo Ratings","Product Author","Product Backup management","Product Bandwidth monitoring","Product Blacklist monitoring","Product Cache Control","Product CDN","Product Cloud Backups","Product Company Name","Product Compatible with","Product Competitor","Product Computing","Product Content Generation","Product Content Modification","Product Control panel","Product Corn Jobs","Product Corporate Registered Country","Product Country","Product Created in","Product Cross-platform hosting","Product Daily Backups","Product Database Management","Product Deal Submission","Product Dedicated hosting","Product Demo Templates","Product Design and Themes","Product Disk Space","Product DNS","Product DNS Management","Product Documentation","Product Documentation and Changelog","Product Dynamic Content delivery","Product E-commerce Hosting","Product E-commerce Relevant","Product eCommerce Support","Product Ease of use","Product Email accounts","Product Email Management","Product Email Storage","Product Encrypted storage","Product End-user Portal Features","Product File Access","Product File manager","Product Firewall","Product Firewall Management","Product Founder","Product Founder/CEO","Product Framework","Product Free Backups","Product Free Domain","Product Free Giveaway","Product Free Giveaways","Product Free Trail","Product Free Version","Product Freebies","Product FTP Management","Product FTP, SFTP and SSH","Product Grammar checker","Product Group Rules","Product Hosting Companies","Product Hotlink Protection","Product HTTP/2","Product Ideal for","Product Image optimization","Product Initial Release","Product Instant Setup","Product Integrations","Product IP denials","Product IPv6","Product Key Features","Product Large file delivery","Product Last Updated","Product Launch","Product Licensing","Product Licensing Type","Product Lifetime Deal Offered","Product Live Seminar Hosting","Product Live Video","Product Log Files","Product LTD Platform","Product Main Admin","Product Malicious Protection","Product Managing user accounts","Product Marketing Tools","Product Marketplace","Product Migration","Product Mobile app","Product Mobile Responsive","Product Money-Back Guarantee","Product Monthly Page views","Product Monthly Revenue (Approx.)","Product Multi lang support","Product Multitask support","Product Network Attack Protection","Product Niche","Product Number of admins","Product Offers range","Product One click demo","Product Origin Pull","Product Origin Shield","Product Other products","Product Other Sub Groups","Product Page Builder","Product Page load time","Product Parked Domain","Product Password protected","Product Payment Gateways","Product Payment Options","Product Performance Impact","Product Performance optimization","Product Performance Tracking","Product PHP compatibility","Product PHP version","Product Plagiarism checker","Product Platform","Product Plugin Extensions","Product Plugins and Integrations","Product Plugins included","Product Price","Product Price Tier","Product Pricing options","Product Pricing plan","Product Privacy","Product Private CDN","Product Purge","Product Push/Upload","Product Ransomware protection","Product Ratings","Product Refund Criteria","Product Refund Policies","Product Region","Product Registered Company","Product Release date","Product Review Date","Product Reviews","Product Sales Features","Product Security","Product SEO","Product server location","Product Server monitoring","Product Services included","Product Shared Hosting","Product Site Usage","Product Small file delivery","Product Social Media Presence","Product Social Media Presence","Product Spam protection","Product Spinning","Product SSH access","Product SSL and HTTP/2","Product SSL management","Product SSL monitoring","Product Staging Site","Product Storage Limit","Product Sub domain","Product Subscription Type","Product Support","Product Support Duration","Product Support System","Product Support type","Product Supported Device","Product Supported Page Builders","Product Sync Options","Product System impact","Product Team Size","Product Technical Support","Product Tested upto","Product Token Authentication","Product Total Members","Product Type","Product UI & UX Score","Product Unique Theme Features","Product Updates","Product Upgrade Option","Product Uptime","Product Usage Restrictions","Product User limit","Product Version","Product Video on demand","Product Virtualization","Product VPN hosting","Product VPS","Product Vulnerability Protection","Product Web Application Firewall","Product Website Builder","Product Website Launch Date","Product Website Migration","Product Website monitoring","Product Website Protection from","Product Website Worth (Aprox.)","Product Wordpress Compatibility","Product Wordpress integration","Product Wordpress Version"
3197,"Yellow Pencil",,product,external,0,25,,"Wordpress Plugins>Page Builder",,11,https://appsfomo.com/reviews/yellow-pencil/,2020-07-18,https://codecanyon.net/item/yellow-pencil-visual-css-style-editor/11322180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Easy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3207,Mailster,,product,external,0,59,,"Wordpress Plugins>Social Network &amp; Translation",,11,https://appsfomo.com/reviews/mailster/,2020-07-06,https://codecanyon.net/item/mailster-email-newsletter-plugin-for-wordpress/3078294?ref=Interstellar,"Buy Now",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Easy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3291,"Theme X",,product,external,0,29,,"Wordpress Themes>Multipurpose",,,https://appsfomo.com/reviews/x-theme/,2020-07-13,https://1.envato.market/YgqmWm,"Buy Now",,215417,,,"10+ Addons",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Easy,,,,,,,,,,,Kyle,,,,,,,,,,,,,,,,,,,,,,,,,"1 month ago",,,GPL,,,,,,,,,,Themeforest,,,,,,,,,,Multi-Purpose,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual subscription|Lifetime updates",,,,,,,,,,,,,14-10-2020,,,,,,,,,"Single site",,,,,,,,,,,,,,,"6 months","Support tickets",,,,,,15+,,,,,,,,,,,,,,,,,,,,,,,,,,Latest,,
3293,Newspaper,,product,external,0,59,,"Wordpress Themes>Blog / Magazine",tagDiv,,https://appsfomo.com/reviews/newspaper/,2020-07-18,https://1.envato.market/MXDda3,"Buy Now",,37545,,,"8 Premium plugins",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Easy,,,,,,,,,,,"Amit Malewar",,,,,,,,,,,,,,,,,,,,,,,,,"2 Months ago",,,GPL,,,,,,,,,,Themeforest,,,,,,,,,,Blog|Magazine,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual support|Lifetime updates",,,,,,,,,,,,,Default,,,,,,,,,"Single site",,,,,,,,,,,,,,,"12 months|6 months",Email|Forum,,,,,,Default,,,,,,,,,,,,,,,,,,,,,,,,,,Latest,,
3297,The7,,product,external,0,39,,"Wordpress Themes>Corporate",,,https://appsfomo.com/reviews/the7/,2020-07-06,https://1.envato.market/KeqdkA,"Buy Now",,204654,,,"6 Premium Plugin",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Easy,,,,,,,,,,,Myroslav,,,,,,,,,,,,,,,,,,,,,,,,,"2 Weeks Ago",,,GPL,,,,,,,,,,Themeforest,,,,,,,,,,Business,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual support|Lifetime updates",,,,,,,,,,,,,Default,,,,,,,,,"Single site",,,,,,,,,,,,,,,"6 months",Forum,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,Latest,,
3301,Jupiter,,product,external,0,59,,"Wordpress Themes>Blog / Magazine",,,https://appsfomo.com/reviews/jupiter/,2020-07-12,https://1.envato.market/DVbdDo,"Buy Now",,135000,,,"12 Premium Plugins",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Easy,,,,,,,,,,,"Rouzbeh Firouzmand",,,,,,,,,,,,,,,,,,,,,,,,,"1 Week ago",,,GPL,,,,,,,,,,Themeforest,,,,,,,,,,Multi-Purpose,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual support|Lifetime updates",,,,,,,,,,,,,14-10-2020,,,,,,,,,"Single site",,,,,,,,,,,,,,,"6 months","Forum|Support tickets",,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,Latest,,
3307,Publisher,,product,external,0,35,,"Wordpress Themes>Blog / Magazine",,,https://appsfomo.com/reviews/publisher/,2020-07-02,https://betterstudio.com/,,,20k+,,,"20 Premium Plugins",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Easy,,,,,,,,,,,BetterStudio,,,,,,,,,,,,,,,,,,,,,,,,,"1 Week ago",,,GPL,,,,,,,,,,"Own Site",,,,,,,,,,Blog|Magazine,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual subscription|Lifetime Club|Lifetime updates|One-time payment",,,,,,,,,,,,,20-11-2020,,,,,,,,,"5 sites|Single site|Unlimited",,,,,,,,,,,,,,,"6 months|Lifetime","Comunity|Support tickets",,,,,,10+,,,,,,,,,,,,,,,,,,,,,,,,,,Latest,,
3309,Rehub,,product,external,0,55,,"Wordpress Themes>Blog / Magazine",,,https://appsfomo.com/reviews/rehub/,2020-07-18,https://1.envato.market/5bM0O9,"Buy Now",,22269,,,"11 Chid Theme and 11 Plugins",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Easy,,,,,,,,,,,Sizam,,,,,,,,,,,,,,,,,,,,,,,,,"1 Week ago",,,GPL,,,,,,,,,,Themeforest,,,,,,,,,,E-commerce|Multi-Purpose,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual support|Lifetime updates",,,,,,,,,,,,,Default,,,,,,,,,Default,,,,,,,,,,,,,,,"6 months","Support tickets",,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,Latest,,
3313,Eduma,,product,external,0,69,,"Wordpress Themes>Education &amp; Non profit",,,https://appsfomo.com/reviews/eduma/,2020-07-25,https://themeforest.net/item/education-wordpress-theme-education-wp/14058034,"Buy Now",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Easy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3325,Enfold,,product,external,0,59,,"Wordpress Themes>Blog / Magazine",Kriesi,,https://appsfomo.com/reviews/enfold/,2020-07-31,https://1.envato.market/x926AA,"Buy Now",,111800,,,Default,,,,,,,,,,,,,,Kriesi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Easy,,,,,,,,,,,"Christian Budschedl",,,,,,,,,,,,,,,,,,,,,,,,,"1 month ago",,,GPL,,,,,,,,,,Themeforest,,,,,,,,,,Multi-Purpose,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual support|Lifetime updates",,,,,,,,,,,,,Default,,,,,,,,,"Single site",,,,,,,,,,,,,,,"6 months",Forum,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,Latest,,
3327,"Be Theme",,product,external,0,59,,"Wordpress Themes>Corporate",,,https://appsfomo.com/reviews/be-theme/,2020-07-09,https://1.envato.market/rnzNAQ,"Buy Now",,200000,,,"5 Premium plugins",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Easy,,,,,,,,,,,"Margarita Nazarova",,,,,,,,,,,,,,,,,,,,,,,,,"3 Days ago",,,GPL,,,,,,,,,,Themeforest,,,,,,,,,,Multi-Purpose,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual support|Lifetime updates",,,,,,,,,,,,,,,,,,,,,,"Single site",,,,,,,,,,,,,,,"6 months",Forum,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,Latest,,
3341,"WYZI- Business Finder",,product,external,0,59,,"Wordpress Themes>Corporate",,,https://appsfomo.com/reviews/wyzi-business-finder/,2020-07-26,https://themeforest.net/item/wyzi-social-business-finder-wordpress-theme/18850856,"Buy Now",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Easy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Directory and listings",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3365,Woffice,,product,external,0,79,,"Wordpress Themes>Corporate",,15,https://appsfomo.com/reviews/woffice/,2020-07-25,https://1.envato.market/4eWxg3,"Buy Now",,12247,,,"6 Premium Plugin",,,,,,,,,,,,,,Alkaweb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Easy,,,,,,,,,,,"Baptiste Debever",,,,,,,,,,,,,,,,,,,,,,,,,"1 month ago",,,GPL,,,,,,,,,,Themeforest,,,,,,,,,,Buddypress,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual subscription|Lifetime updates",,,,,,,,,,,,,11-11-2020,,,,,,,,,"Single site",,,,,,,,,,,,,,,"6 months","Forum|Support tickets",,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,Latest,,
3371,WPLMS,,product,external,0,75,,"Wordpress Themes>Education &amp; Non profit",,11,https://appsfomo.com/reviews/wplms/,2020-07-17,https://1.envato.market/NK6v21,"Buy Now",,24582,,,"5 Premium plugins",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Easy,,,,,,,,,,,Default,,,,,,,,,,,,,,,,,,,,,,,,,"1 month ago",,,GPL,,,,,,,,,,Themeforest,,,,,,,,,,Education,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual subscription|Lifetime updates",,,,,,,,,,,,,16-10-2020,,,,,,,,,"Single site",,,,,,,,,,,,,,,"6 months",FAQ,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,Latest,,
3373,EducationPress,,product,external,0,59,,"Wordpress Themes>Education &amp; Non profit",,12,https://appsfomo.com/reviews/educationpress/,2020-07-26,https://1.envato.market/MXNvgn,"Buy Now",,406,,,"3 Premium Plugins",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Easy,,,,,,,,,,,Themecycle,,,,,,,,,,,,,,,,,,,,,,,,,"10 Momths ago",,,GPL,,,,,,,,,,Themeforest,,,,,,,,,,Education,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual support|Lifetime updates",,,,,,,,,,,,,16-10-2020,,,,,,,,,"Single site",,,,,,,,,,,,,,,"6 months","Support tickets",,,,,,Default,,,,,,,,,,,,,,,,,,,,,,,,,,Latest,,
3389,Oxygen,,product,external,0,59,,"Wordpress Themes>e-commerce",,12,https://appsfomo.com/reviews/oxygen/,2020-07-23,https://1.envato.market/9WJj2E,"Buy Now",,3946,,,"2 Premium Plugins",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Easy,,,,,,,,,,,Arlind,,,,,,,,,,,,,,,,,,,,,,,,,"1 Week ago",,,GPL,,,,,,,,,,Themeforest,,,,,,,,,,E-commerce,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual support|Lifetime",,,,,,,,,,,,,13-10-2020,,,,,,,,,"Single site",,,,,,,,,,,,,,,"6 months","Comunity|FAQ|Support tickets",,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,Latest,,
3430,Thrive,,product,external,0,67,,"Wordpress Themes>Multipurpose",Dunhakdis,,https://appsfomo.com/reviews/thrive/,2020-08-02,https://1.envato.market/KeZvPe,"Buy Now",,3500,,,,,,,,,,,,,,,,,Dunhakdis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Easy,,,,,,,,,,,"Shane Melaugh",,,,,,,,,,,,,,,,,,,,,,,,,"1 day ago",,,GPL,,,,,,,,,,Themeforest,,,,,,,,,,Buddypress,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual support|Lifetime updates",,,,,,,,,,,,,6-10-2020,,,,,,,,,"Single site",,,,,,,,,,,,,,,"6 months","Support tickets|Tutorials",,,,,,30+,,,,,,,,,,,,,,,,,,,,,,,,,,Latest,,
3465,Bellevue,,product,external,0,59,,"Wordpress Themes>Corporate",,11,https://appsfomo.com/reviews/bellevue/,2020-07-10,https://1.envato.market/a1W9Lo,"Buy Now",,20k+,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moderate,,,,,,,,,,,"Ben Sibley",,,,,,,,,,,,,,,,,,,,,,,,,"1 month ago",,,GPL,,,,,,,,,,Themeforest,,,,,,,,,,Hotel,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual support|Lifetime updates",,,,,,,,,,,,,19-11-2020,,,,,,,,,"Single site",,,,,,,,,,,,,,,"12 months|6 months","Support tickets",,,,,,15+,,,,,,,,,,,,,,,,,,,,,,,,,,Latest,,
3580,Avada,,product,external,0,60,,"Wordpress Themes>Creative",ThemeFusion,12,https://appsfomo.com/reviews/avada/,2020-09-02,https://1.envato.market/Vy6vQM,"Buy Now",,622k+,,,"7 Premium Plugins",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Easy,,,,,,,,,,,Luke,,,,,,,,,,,,,,,,,,,,,,,,,"1 month ago",,,GPL,,,,,,,,,,Themeforest,,,,,,,,,,Multi-Purpose,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual support|Lifetime updates",,,,,,,,,,,,,Default,,,,,,,,,"Single site",,,,,,,,,,,,,,,"12 months|6 months","Support tickets|Video Tutoriols",,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,Latest,,
3583,"Yoast SEO",,product,external,0,89,,"Wordpress Plugins>SEO Plugin","Yoast BV",15,https://appsfomo.com/reviews/yoast-seo/,2020-09-03,https://yoast.com/wordpress/plugins/seo/,"Buy Now",,70000+,,,"2 Addons",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Easy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2 Months ago",,,GPL,,,,,,,,,,"Own Site",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual subscription|Monthly payment",,,,,,,,,,,,,"Aug 10, 2020",,,,,,,,,"Single site",,,,,,,,,,,,,,,Monthly,"Support tickets",,,,,,,,,,,"SEO Plugins",,,,,,,,,,,,,,,,,,,,,Latest,,
6206,Cloudflare,,product,external,0,20,,"SaaS>Hosting &amp; Cloud Services",,84,https://appsfomo.com/reviews/cloudflare/,2020-11-09,https://www.cloudflare.com/,"Sign Up",,,,,,,Yes,,,,,,,,,,,9.6,,,,,,,,"Cloudflare Inc",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Free Tier",,,,,,,,,,,2009,,Wordpress,,,,,,,,,No,,,,N/A,,,,,,,"Not Available",,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Montlhy|Yearly,,,,,,,,,,,USA,,Nov-21,,,,,,,,,,,,,,,,,,,,,,,,,,"Email|Live Chat","Web Based",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6255,cPanel,,product,external,0,20,,"Web Panels",,77,https://appsfomo.com/reviews/cpanel/,2020-11-13,https://cpanel.net/,,,,,,,,,,,,,,,,,,Cpanel,,,Cpanel,Default,,,,,,,,,,,,Default,,,,Default,,Cpanel,,,,,,,Cpanel,,,,,,,,,Cpanel,,,,Cpanel,Default,,,,,,,,,,,Cpanel,,Cpanel,,,,Cpanel,,,,,,,,Cpanel,,,,,,,,,,,,,,,Cpanel,,,Default,,,,,,Cpanel,Default,,,,,,,,,,,,,Cpanel,,,,,Default,,,,Cpanel,,,,,Cpanel,,,,,,,,,,,,,Cpanel,,,,,,,Default,,,,,,,Cpanel,,Default,,Default,,,,,,,,,,,,,,,Cpanel,,,,,,,,,,,,,,Default,,,,,,,,Default,,,,,
6408,BunnyCDN,,product,external,0,1,,"SaaS>Hosting &amp; Cloud Services",,20,https://appsfomo.com/reviews/bunnycdn/,2020-11-12,http://bunny.net/,"Sign Up",,,,,,,Yes,,,,,,,,,,,8.8,,,,,,,,bunny.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Free Trial",,,,,,,,,,,2015,,"Cloud Storage providers|CMS Websites|Wordpress",,,,,,,,,No,,,,N/A,,,,,,,"Not Available",,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pay as you Go",,,,,,,,,,,Slovenia,,Nov-21,,,,,,,,,,,,,,,,,,,,,,,,,,Email|Ticketing,"Web Based",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6419,SiteGround,,product,external,0,14.99,6.99,Hosting,,,https://appsfomo.com/reviews/siteground/,2020-11-12,https://www.siteground.com/,"Buy Now",,,,,,,,,,,,,,,,,,,,,,,,Free,,,,,,,,cPanel,,,,,,Yes,,,Available,,,10GB|20Gb|40GB,,,,,,Supported,,,Easy,Free,,Unlimited,,,,,,,,,,Yes,No,,,,,,,"Access Avilable",,,,,,,,,,,,,,,,2004,,,,,,,,,,,,"Own Site",Free,,,"30 Days",,,,,,,,,,,,,,,673ms,Available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"In 6 Countries",,,Available,,,,,,,,"Free SSL and HTTp/2 Enabled",,,"Available in Premium",,Available,,"Email Support 24*7|Live Chat|Support Ticket",,,,,,,,,,,,,,,,,,99.99%,,,,,,Notavailable,Yes,,,Weebly,,,,,,,Supports,
6427,Bluehost,,product,external,0,2.97,,Hosting,,,https://appsfomo.com/reviews/bluehost/,2020-11-12,https://www.bluehost.com/,"Buy Now",,,,,,,,,,,,,,,,,,,,,,,,Cloudflare,,,,,,,,cPanel,,,,,,Yes,,,Available,,,50Gb|Unlimited,,,,,,Supported,,,Easy,"Basic 5 accounts|pro Unlimted",,"100MB per Account|Unlimited",,,,,,,,,,"Included in Pro","Includes For 1 Year",,,,,,,"Access Avilable",,,,,,,,,,,,,,,,2003,,,,,,,,,,,,,Free,,,"30 Days|Yes",,,,,,,,,,,,,,,641ms,"Basic 5 parked domains|Pro Unlimited parked domains",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Single Server",,,"Basic one website|Pro Unlimited websites",,,,,,,,"Free SSL and HTTp/2 Enabled",,,Available,,"Basic 25 Sub domain|Pro Unlimited Sub domains",,"Call|Email Support 24*7|Live Chat|Support Ticket",,,,,,,,,,,,,,,,,,99.98%,,,,,,Available,Yes,,,"Bluehost Builder",,,,,,,Supports,
6488,Plesk,,product,external,0,9.17,8.25,"Web Panels",,16,https://appsfomo.com/reviews/plesk/,2020-11-16,https://www.plesk.com/,"Buy Now",,,,,,,,,,,,,,,,,"Third Party Applications",,,Available,"Domain Traffic Monitor Extention",,,,,,,,,,,,Supports,,,,Available,,"MariaDB|Microsoft SQL Server|MySQL|PostgreSQL",,,,,,,"BIND, Microsoft DNS Server, Simple DNS Plus",,,,,,,,,Available,,,,"Connecting Web folder to Computer or using Plesk Interface",,,,,,,,,,,,"Not Available",,"ProFTPD FTP Server",,,,"A2 Hosting|HostGator.|Liquid Web",,,,,,,,"Not available",,,,,,,,,,,,,,,,,,Supports,,,,,,Supports,Available,,,,,,,,,,,,,Available,,,,,"Uses Grafana",,,,,,,,,"Web Admin Edition|Web Host Edition|Web Pro Edition",,,,,,,,,,,,,"August 1, 2011",,,,,,,"Health Monitor",,,,,,,"Spam Filters",,Available,,"SSL Available",,,,,,,,,,,,,,,24*7,,,,,,,,,,,,,,VMware,,,,,,,,"Rich User Interface",,,,,
6537,Plutio,,product,external,0,19,,"SaaS>Project Management",,26,https://appsfomo.com/reviews/plutio/,2020-11-17,https://www.plutio.com/,"Sign Up",,,,,,,Yes,,,,,,,,,,,8.6,,,,,,,,Plutio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Free Tier",,,,,,,,,,,2018,,"Integromat|Pably|PayPal|Project Cards|Stripe|Zapier",,,,,,,,,Yes,,,,Appsumo,,,,,,,Available,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Montlhy,,,,,,,,,,,UK,,Nov-21,,,,,,,,,,,,,,,,,,,,,,,,,,"Email|Live Chat","Android|Web Based|Windows",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6622,CiuisCRM,,product,external,0,45,,"PHP Scripts",SuiseSoft,,https://appsfomo.com/reviews/ciuiscrm/,2020-11-17,https://1.envato.market/QOYMg6,"Buy Now",,,,"Premium Addons",,,,,,,,,,,,,,,SuiseSoft,,,,,,,,"Chrome|Edge|Fire Fox|Opera|Safari",,,,,,,,,,,,,,,,,,,,"Full Documentation available",,,,,,Easy,,,,,,,,,,,,,,,,,,,,,,,,,,,"Small Businesses|Software tools|Startups",,,,,,,,,"2 Months ago",,Default,,,,,,,,,,,Codecanyon,,,,,,,,,,Business,,,,,,,,,,,,,,,,,"Version 7x",,,,,,,,,"Annual subscription",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6 months","Support tickets",,,,,,,,,,,,,,V1.97,,,None,,,,,,,,,,,,,,,,,
6645,Mailchimp,,product,external,0,9,,"SaaS>Marketing and Sales",Mailchimp,25,https://appsfomo.com/reviews/mailchimp/,2020-11-19,https://shop.appsfomo.com/p/cWPi/r,"Sign Up",,,,,,,Yes,,,,,,,,,,,9.2,,,,,,,,"Intuit Mailchimp",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Free Tier",,,,,,,,,,,2001,,shopify|Stripe|WooCommerce,,,,,,,,,No,,,,N/A,,,,,,,Available,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Montlhy,,,,,,,,,,,USA,,Nov-21,,,,,,,,,,,,,,,,,,,,,,,,,,"Email|Live Chat","Android|Web Based|Windows",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6938,SendGrid,,product,external,0,19.95,,"SaaS>Marketing and Sales",SendGrid,,https://appsfomo.com/reviews/sendgrid/,2020-11-24,https://sendgrid.com/,"Sign Up",,,,,,,Yes,,,,,,,,,,,8.4,,,,,,,,"Twilio SendGrid",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Free Tier",,,,,,,,,,,2009,,"Amazon Web Services|Google Cloud Platform|Microsoft Azure",,,,,,,,,No,,,,N/A,,,,,,,Available,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Montlhy,,,,,,,,,,,USA,,Nov-21,,,,,,,,,,,,,,,,,,,,,,,,,,"Email|Live Chat","Android|Web Based",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8302,Hestia,,product,external,0,69,,"Wordpress Themes>Multipurpose",Themeisle,,https://appsfomo.com/reviews/hestia/,2021-01-06,https://themeisle.com/themes/hestia/,"Buy Now",,"100,000+",,,"2 Addons",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Easy,,,,,,,,,,,"Tony Perez",,,,,,,,,,,,,,,,,,,,,,,,,"1 month ago",,,GPL,,,,,,,,,,"Own Site",,,,,,,,,,Multi-Purpose,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual subscription|Lifetime updates",,,,,,,,,,,,,05-01-2021,,,,,,,,,"3 Sites|Single site|Unlimited",,,,,,,,,,,,,,,"12 months|6 months","Support tickets|Video Tutoriols",,,,,,10+,,,,,,,,,,,,,,,,,,,,,,,,,,Latest,,
